"superkingdom","phylum","class","order","family","genus","species"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Narcissus degeneration virus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Koala retrovirus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Ipomovirus","Squash vein yellowing virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Closterovirus","Strawberry chlorotic fleck-associated virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Chrysoviridae","Alphachrysovirus","Cryphonectria nitschkei chrysovirus 1"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Tobamovirus","Brugmansia mild mottle virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Crinivirus","Blackberry yellow vein-associated virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Mycoreovirus","Mycoreovirus 2"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Coleus vein necrosis virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Arracacha mottle virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Phytoreovirus","Homalodisca vitripennis reovirus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Chilli ringspot virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Nerine yellow stripe virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Tobamovirus","Rehmannia mosaic virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Alternanthera mild mosaic virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Vallota mosaic virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Tospoviridae","Orthotospovirus","Polygonum ringspot orthotospovirus"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Amalgaviridae","Amalgavirus","Blueberry latent virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Canna yellow streak virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Angelica virus Y"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Phlox virus S"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Caliciviridae","Vesivirus","Steller sea lion vesivirus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Phlox virus M"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Victorivirus","Magnaporthe oryzae virus 2"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Asparagus virus 1"
"Viruses","Lenarviricota","Howeltoviricetes","Cryppavirales","Mitoviridae","Mitovirus","Botrytis cinerea mitovirus 1"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","West Nile virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","West Nile virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","West Nile virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","West Nile virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Seewis orhtohantavirus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Sweet potato virus 2"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Araujia mosaic virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Butterfly flower mosaic virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Alphaflexiviridae","Potexvirus","Phaius virus X"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Tospoviridae","Orthotospovirus","Tomato zonate spot orthotospovirus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Totivirus","Black raspberry virus F"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Aquareovirus","Aquareovirus G"
"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Brevihamaparvovirus","Dipteran brevihamaparvovirus 1"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Thottimvirus","Imjin thottimvirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Fusong orthohantavirus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Torradovirus","Tomato marchitez virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Foveavirus","Peach chlorotic mottle virus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Melon aphid-borne yellows virus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Luteovirus","Rose spring dwarf-associated virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Phlox virus B"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Ligustrum necrotic ringspot virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae",NA,"Barkedji virus"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae","Betapartitivirus","Primula malacoides virus 1"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Nounane virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Trichovirus","Phlomis mottle virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Brugmansia suaveolens mottle virus"
"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Brevihamaparvovirus","Dipteran brevihamaparvovirus 1"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Marnaviridae","Bacillarnavirus","Chaetoceros tenuissimus RNA virus 01"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Amalgaviridae","Amalgavirus","Vicia cryptic virus M"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae","Alphapartitivirus","Beet cryptic virus 1"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Caliciviridae","Recovirus","Recovirus A"
"Viruses","Taleaviricota","Tokiviricetes","Ligamenvirales","Lipothrixviridae","Betalipothrixvirus","Acidianus filamentous virus 9"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Verbena virus Y"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Vitivirus","Grapevine virus E"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Fijivirus","Southern rice black-streaked dwarf virus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Sobemovirus","Imperata yellow mottle virus"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae","Alphapartitivirus","Chondrostereum purpureum cryptic virus 1"
"Viruses","Taleaviricota","Tokiviricetes","Ligamenvirales","Rudiviridae","Rudivirus","Stygiolobus rod-shaped virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Calbertado virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Bwamba orthobunyavirus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Nepovirus","Cocoa necrosis virus"
"Viruses","Lenarviricota","Miaviricetes","Ourlivirales","Botourmiaviridae","Ourmiavirus","Epirus cherry virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Bromovirus","Melandrium yellow fleck virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Tymoviridae","Tymovirus","Diascia yellow mottle virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Tymoviridae","Maculavirus","Fig fleck-associated virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Passiflora chlorosis virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Closterovirus","Carnation necrotic fleck virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae",NA,"Armigeres subalbatus virus SaX06-AK20"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Crinivirus","Cucurbit chlorotic yellows virus"
"Viruses","Lenarviricota","Miaviricetes","Ourlivirales","Botourmiaviridae","Ourmiavirus","Cassava virus C"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Asama orthohantavirus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Malva vein clearing virus"
"Viruses","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae","Mamastrovirus","Mamastrovirus 5"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Wheat yellow dwarf virus-GPV"
"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Deltacoronavirus","Bulbul coronavirus HKU11"
"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Deltacoronavirus","Munia coronavirus HKU13"
"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Deltacoronavirus","Thrush coronavirus HKU12-600"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Cucumovirus","Gayfeather mild mottle virus"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae","Alphapartitivirus","Carrot cryptic virus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Narmovirus","Nariva narmovirus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Mus musculus mobilized endogenous polytropic provirus"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Amalgaviridae","Amalgavirus","Southern tomato virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Helleborus net necrosis virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Helleborus mosaic virus"
"Viruses","Duplornaviricota","Vidaverviricetes","Mindivirales","Cystoviridae","Cystovirus","Pseudomonas virus phi2954"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Comovirus","Broad bean stain virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Macluravirus","Yam chlorotic mosaic virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","West Nile virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Goukovirus","Gouleako goukovirus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Chrysoviridae","Alphachrysovirus","Aspergillus fumigatus chrysovirus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Tymoviridae","Marafivirus","Olive latent virus 3"
"Viruses","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae","Mamastrovirus","Mamastrovirus 19"
"Viruses","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae","Mamastrovirus","Mamastrovirus 12"
"Viruses","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae","Mamastrovirus","Mamastrovirus 15"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Tymoviridae","Marafivirus","Grapevine Syrah virus 1"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Chaoyang virus"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae","Alphapartitivirus","Heterobasidion partitivirus 3"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus Ozernoe"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Crinivirus","Lettuce chlorosis virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Quang Binh virus"
"Viruses","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae","Mamastrovirus","Mamastrovirus 7"
"Viruses","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae","Mamastrovirus","Mamastrovirus 4"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Suakwa aphid-borne yellows virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae",NA,"Lammi virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Comovirus","Broad bean true mosaic virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Closterovirus","Carrot yellow leaf virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Crinivirus","Diodia vein chlorosis virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Megabirnaviridae","Megabirnavirus","Rosellinia necatrix megabirnavirus 1"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Mayoviridae","Pteridovirus","Japanese holly fern mottle pteridovirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Orthohantavirus","Oxbow orthohantavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Hantaviridae","Mobatvirus","Nova mobatvirus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Torradovirus","Tomato chocolate spot virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Chrysoviridae","Alphachrysovirus","Anthurium mosaic-associated chrysovirus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae",NA,"Nakiwogo virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Nepovirus","Melon mild mottle virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Tymoviridae","Marafivirus","Blackberry virus S"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Quang Binh virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Kalanchoe mosaic virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Trichomonasvirus","Trichomonas vaginalis virus 1"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Trichomonasvirus","Trichomonas vaginalis virus 2"
