"rownames(plant_vir)","aa","ac","ag","at","ca","cc","cg","ct","ga","gc","gg","gt","ta","tc","tg","tt"
"541740.1",1177,662,701,863,832,266,269,412,776,384,393,436,617,468,626,743
"A818538.1",925,677,670,754,809,277,404,402,718,504,437,536,573,434,685,693
"867236.1",1040,554,784,818,774,256,207,487,834,435,490,513,548,479,791,785
"A541985.1",975,588,664,823,818,292,312,449,767,492,479,523,489,500,806,766
"470965.1",1109,653,674,806,841,218,279,403,777,428,426,467,514,442,720,780
"609096.1",1008,682,649,701,874,360,297,468,742,453,455,465,415,504,715,723
"609095.1",987,674,654,705,872,360,300,465,747,463,463,460,413,500,717,731
"667980.1",574,350,477,431,365,210,303,311,525,278,351,436,369,351,458,521
"667979.1",575,348,477,432,365,207,303,311,524,279,352,436,369,352,458,522
"667978.1",559,355,492,422,367,205,290,318,511,283,343,444,392,337,455,537
"G246187.1",919,684,659,805,812,336,378,460,794,469,470,459,542,497,686,753
"727261.2",213,386,304,208,476,870,577,587,325,554,286,277,98,700,274,287
"G015011.1",999,531,794,754,821,256,166,445,784,451,522,530,473,450,805,807
"389540.1",555,431,420,440,407,217,360,345,543,281,394,513,342,400,556,586
"A254924.1",538,372,469,402,369,216,296,317,515,267,357,460,360,343,476,543
"34077.1",639,334,461,498,373,194,190,355,501,259,330,399,420,325,507,569
"131454.1",962,560,644,891,746,267,315,432,742,477,480,528,606,456,788,816
"032736.1",1248,469,670,661,657,317,104,434,630,233,278,302,513,493,391,548
"833015.1",975,542,794,739,822,275,173,453,784,456,530,527,468,450,800,799
"833014.1",987,544,789,743,820,272,154,453,785,442,527,539,470,441,823,799
"833013.1",999,538,799,741,831,256,159,451,777,456,525,530,469,447,805,805
"676607.1",1136,587,793,823,843,270,255,412,796,448,501,551,563,476,747,797
"590055.1",1019,575,826,755,845,271,172,477,826,463,562,564,484,456,855,843
"590054.1",1002,541,795,744,830,252,159,448,781,451,523,530,468,445,808,811
"G214748.1",939,555,663,798,701,212,375,368,820,480,575,537,494,409,799,763
"091075.1",1070,684,660,825,870,291,306,426,715,446,436,463,583,473,658,676
"914918.1",897,643,711,708,880,265,370,380,777,542,503,484,404,446,722,648
"914917.1",899,656,705,703,885,264,365,381,770,539,502,487,408,437,726,656
"026454.1",682,322,428,580,389,196,186,349,486,239,330,437,456,363,547,652
"A618418.1",861,729,886,991,982,654,345,806,1017,533,796,577,607,871,896,578
"A134473.2",967,694,845,641,858,336,399,464,847,532,484,525,474,496,660,609
"A530055.2",950,670,841,668,870,344,390,452,836,535,505,525,472,508,665,600
"A294045.1",988,541,786,736,825,275,163,448,774,462,543,526,463,433,813,811
"A294044.1",988,533,782,749,832,277,164,435,775,462,548,519,456,436,810,821
"A127929.2",955,569,711,743,775,289,348,456,793,530,488,467,454,480,731,801
"734432.1",1000,566,692,793,813,280,258,460,734,457,472,503,503,508,745,785
"90541.1",1132,454,697,651,599,381,211,462,676,293,316,282,527,525,342,481
"263671.1",970,634,724,806,704,273,411,444,786,490,496,661,674,435,802,971
"875594.2",263,217,296,212,235,251,185,309,294,238,268,270,196,273,321,303
"399708.1",1060,609,807,789,849,257,239,448,806,483,526,535,549,444,778,857
"A800279.1",455,546,343,222,593,747,334,466,353,374,284,190,165,474,239,280
"57358.2",1177,627,701,875,807,235,314,386,798,408,396,435,598,472,626,757
"708316.1",745,431,594,552,605,391,160,431,551,372,397,346,421,393,515,592
"492961.1",1079,553,784,759,801,271,156,455,783,409,464,511,512,450,763,794
"124239.1",987,569,699,758,783,287,324,456,774,517,476,473,468,477,741,803
"A218280.1",1031,588,825,789,832,263,271,432,827,491,529,544,543,456,766,851
"A072504.2",12,21,22,14,15,27,31,25,24,32,41,24,18,19,27,30
"00507.2",987,546,781,734,825,277,172,448,782,451,538,530,453,448,810,805
"T429776.1",501,462,295,395,466,555,281,523,334,399,246,238,352,409,394,373
"T429775.1",495,460,300,395,467,554,280,522,338,399,244,241,350,410,397,369
"T429774.1",494,462,297,399,475,545,273,525,333,400,248,236,350,411,398,376
"T882336.1",983,557,705,755,787,287,319,449,774,525,475,471,455,473,746,815
"C_055568.1",1105,570,681,826,789,247,244,419,762,434,421,474,526,448,745,754
"C_055562.1",849,389,651,666,582,259,127,410,642,283,299,364,482,447,511,630
"C_055493.1",985,557,499,697,756,188,213,367,614,381,342,380,382,398,664,789
"C_055470.1",1066,580,754,752,885,279,203,517,825,457,563,530,375,568,855,788
"T834515.1",1100,625,721,818,803,243,219,440,756,388,427,526,606,449,730,813
"509731.1",1075,578,806,782,840,258,229,446,802,483,533,562,523,454,812,840
"483119.1",1043,592,812,813,853,244,247,432,828,481,538,530,535,459,780,851
"T872725.1",931,347,531,634,492,193,114,373,619,263,348,378,400,369,615,703
"T872724.1",994,380,521,643,527,187,99,405,595,279,331,315,422,372,569,696
"577255.1",502,442,493,325,626,588,268,457,439,423,385,253,196,486,353,377
"036244.1",457,365,371,282,435,362,311,372,402,334,343,293,180,419,348,366
"770338.1",970,586,758,784,807,255,318,392,767,501,503,450,553,430,643,670
"G602227.2",1162,638,703,798,857,357,263,470,720,487,512,513,562,465,754,811
"G602228.2",1071,616,718,802,841,356,286,447,734,502,553,528,561,456,760,800
"G602229.2",1087,617,712,799,825,341,281,467,734,489,541,539,569,467,769,799
"G602230.2",1092,624,723,775,788,352,302,470,745,498,551,531,589,438,749,808
"G602231.2",1091,613,718,802,839,355,290,445,734,505,557,530,560,456,761,799
"G602232.2",1082,628,706,789,825,373,312,450,737,506,541,527,560,454,752,784
"G602233.2",1114,638,709,765,852,376,287,441,709,500,566,545,551,442,758,819
"G602234.2",1162,624,682,791,799,362,308,470,732,504,538,519,567,449,765,802
"G602235.2",1116,619,712,807,820,356,255,462,714,478,537,539,604,440,764,809
"T989351.1",308,206,277,273,245,294,222,270,325,232,238,248,185,299,306,296
"286375.1",1105,570,681,826,789,247,244,419,762,434,421,474,526,448,745,754
"345911.1",1070,573,810,813,839,263,266,421,811,510,515,525,545,443,770,871
"C593249.1",14,25,18,17,20,20,20,26,21,21,27,22,19,21,25,23
"T816507.1",238,214,320,186,262,261,173,296,301,249,269,273,158,268,329,295
"615724.1",1091,640,658,822,806,270,313,436,747,425,404,456,566,491,657,755
"T364354.1",988,526,796,821,784,268,236,467,820,497,523,525,538,464,810,798
"T648692.1",959,582,712,760,851,274,342,398,745,553,490,478,457,456,722,702
"026068.1",1074,639,647,804,797,272,309,432,736,414,403,457,557,484,652,761
"026067.1",1072,636,646,799,796,274,306,428,732,412,404,455,554,481,647,750
"026066.1",1074,634,650,809,786,265,309,436,742,409,409,456,566,488,648,758
"026065.1",1073,636,642,806,794,268,308,430,734,411,400,453,556,485,649,749
"026064.1",1064,625,649,811,790,259,306,438,736,423,414,451,559,486,655,764
"026063.1",1071,621,643,811,799,267,297,428,734,422,400,442,542,481,658,755
"026062.1",1078,615,643,816,796,257,305,431,730,421,400,450,548,496,653,751
"026061.1",1087,635,640,813,797,266,310,437,737,422,405,449,554,486,659,756
"026060.1",1081,623,640,829,792,262,311,440,746,422,404,445,554,497,663,751
"026059.1",1074,643,643,794,801,274,314,434,735,423,408,450,543,483,652,758
"026058.1",1074,644,653,797,800,274,313,435,738,421,409,450,557,482,643,753
"026057.1",1067,613,637,786,785,257,294,417,725,411,390,441,527,471,646,736
"026056.1",1088,627,650,807,791,259,304,429,735,418,409,454,557,479,654,751
"026055.1",1090,622,640,809,798,272,311,424,734,424,410,447,540,487,654,752
"026054.1",1071,625,639,808,785,264,305,436,739,419,406,451,547,483,665,750
"026053.1",1085,645,643,809,807,276,307,434,734,417,414,459,556,486,660,758
"026052.1",1081,650,641,793,807,275,314,434,736,421,409,451,542,483,653,759
"026051.1",1079,634,659,813,802,272,311,431,747,421,404,460,557,488,659,759
"026050.1",1065,603,633,799,784,271,296,423,723,417,411,427,529,483,638,722
"C592411.1",428,537,326,216,600,802,354,496,333,406,313,180,146,508,238,217
"971594.1",508,327,373,458,341,259,302,431,432,292,335,420,386,455,468,694
"950795.1",266,274,253,233,304,284,180,241,269,224,277,232,187,226,293,240
"C466941.2",899,589,664,762,803,287,341,517,817,482,491,492,396,589,786,789
"017473.1",946,664,833,685,858,344,410,446,850,541,498,512,474,510,659,618
"912489.1",563,346,482,475,434,219,254,304,515,282,325,423,354,364,484,565
"C582403.1",1038,593,839,741,882,264,199,487,849,467,568,568,442,508,846,757
"T247721.1",945,531,734,785,823,298,303,442,766,529,518,506,460,508,764,753
"782300.1",267,213,319,222,264,298,164,302,312,234,263,241,177,283,305,261
"C577769.1",305,406,306,284,527,675,416,497,328,456,277,250,141,578,311,350
"T603851.1",995,534,782,817,816,248,133,461,783,436,489,531,533,440,836,833
"T603850.1",275,268,255,236,306,273,176,244,269,227,280,232,184,232,296,245
"T603849.1",277,263,252,239,300,271,173,246,265,223,281,234,189,234,296,253
"T603848.1",275,268,254,237,316,277,177,242,261,230,286,228,182,237,288,243
"T603847.1",276,253,254,243,306,283,172,240,260,232,287,233,184,234,298,252
"T603846.1",276,273,260,234,312,278,171,240,267,223,278,232,188,227,291,251
"T603845.1",280,271,253,235,305,273,173,245,261,220,277,233,193,231,289,245
"T603844.1",271,267,259,237,311,280,171,235,264,224,284,234,188,226,292,250
"T603843.1",272,275,252,230,311,261,175,244,260,220,278,229,186,234,283,237
"T603842.1",248,219,315,187,269,265,178,294,294,252,274,272,158,270,326,295
"T603841.1",272,268,257,236,312,269,170,243,267,220,274,232,182,237,292,249
"T603840.1",244,219,316,178,267,261,178,293,292,248,267,275,155,270,321,292
"T603839.1",247,217,316,186,258,265,183,298,294,250,270,274,167,272,319,296
"T603838.1",255,219,320,186,258,265,183,297,296,250,269,275,171,269,318,298
"T603837.1",257,222,318,190,270,267,182,294,296,252,275,276,163,272,324,293
"T603836.1",243,217,312,185,266,266,179,287,291,251,273,269,157,265,319,290
"T603835.1",987,541,781,737,829,277,165,444,776,458,535,523,454,438,811,809
"T603834.1",978,540,781,732,830,272,170,443,778,452,546,533,445,450,812,808
"T603833.1",968,545,784,739,844,270,157,434,773,446,556,535,450,445,813,806
"T603832.1",967,544,788,748,849,268,161,430,772,449,544,532,459,447,804,818
"T603831.1",971,544,784,741,845,270,157,433,773,446,556,534,451,445,812,806
"T603830.1",983,535,792,740,846,274,160,423,770,458,534,529,450,437,805,831
"T603829.1",974,547,784,741,845,270,157,436,773,446,556,535,453,446,813,807
"T603828.1",977,545,789,746,848,261,156,442,780,455,537,520,451,447,810,819
"T603826.1",990,541,782,740,825,274,166,444,778,457,538,526,459,437,813,815
"943641.1",456,364,369,287,438,366,309,369,399,340,347,288,183,412,349,367
"G570476.1",461,358,369,290,437,364,305,366,399,335,346,292,180,415,353,371
"326873.1",248,213,285,218,234,260,196,302,288,246,276,260,194,273,313,293
"509831.1",1048,548,770,761,792,288,189,419,794,412,506,511,493,440,758,821
"84000.1",574,443,403,415,400,280,308,352,503,234,351,451,359,383,476,550
"654021.1",593,356,462,475,396,231,244,345,473,260,323,444,425,369,470,531
"428639.1",632,467,477,387,616,419,156,453,443,364,358,210,273,393,384,362
"T717325.1",430,534,324,215,595,799,355,497,334,406,313,183,144,508,243,220
"319720.1",557,347,487,427,354,194,301,320,523,287,349,441,385,341,462,535
"A863202.1",1146,460,694,649,608,372,213,462,685,300,318,267,510,523,344,482
"A863201.1",1137,458,706,646,610,369,209,457,689,300,315,271,511,518,344,489
"A863200.1",1155,455,693,647,613,368,211,457,677,305,322,270,505,521,347,484
"A863199.1",1151,459,694,646,607,362,215,462,676,304,324,269,516,521,339,485
"A863198.1",1141,460,701,642,603,367,214,463,682,308,320,269,518,512,343,488
"A863197.1",1141,464,697,646,604,361,210,465,684,301,321,269,519,514,346,486
"A863196.1",1132,453,706,642,605,373,213,461,682,310,321,270,514,516,342,489
"A863195.1",1136,445,697,656,604,366,212,464,683,308,324,266,511,527,347,482
"A863194.1",1135,451,702,647,610,370,209,458,680,306,320,270,510,520,344,484
"A863193.1",1137,455,700,647,604,371,212,461,679,303,312,274,519,519,343,489
"A863192.1",1127,457,702,646,611,373,197,461,681,295,319,277,513,517,353,485
"A863191.1",1136,444,694,664,602,373,208,453,680,300,323,271,520,519,348,486
"A863190.1",1136,452,698,648,603,367,207,459,677,302,320,271,518,515,344,489
"A863189.1",1151,461,700,638,605,375,207,463,678,296,319,273,516,518,339,483
"A863188.1",1137,455,696,656,599,370,206,464,680,295,323,271,528,519,343,483
"A863187.1",1150,455,696,648,613,372,205,459,677,303,319,266,509,519,344,484
"A863186.1",1146,453,697,650,608,364,206,464,677,303,320,266,515,522,342,486
"A863185.1",1142,453,693,648,592,377,220,466,680,305,323,270,522,520,341,475
"A863184.1",1151,458,693,645,602,368,214,458,676,297,324,277,518,519,342,480
"A863183.1",1162,458,691,643,601,370,208,467,671,299,317,273,520,519,343,482
"A863182.1",1147,458,703,645,597,368,217,472,690,299,319,272,519,529,340,485
"A863181.1",1156,454,690,649,605,367,208,464,675,305,323,263,513,518,344,483
"A863180.1",1140,445,693,655,592,365,219,456,685,302,312,274,516,520,348,488
"A863179.1",1160,454,695,644,597,369,217,460,674,298,320,278,522,522,337,482
"A863178.1",1142,460,688,647,603,370,210,456,677,292,326,280,515,517,350,479
"A863177.1",1135,455,689,656,595,368,212,467,685,299,320,267,520,520,349,487
"A863176.1",1159,456,689,648,606,367,207,465,674,304,322,263,513,518,344,482
"A863175.1",1141,449,693,652,606,367,207,455,677,304,327,269,511,515,349,490
"A863174.1",1144,455,698,648,608,370,211,462,681,302,320,268,512,524,341,481
"A863173.1",1117,474,693,635,615,375,210,465,676,298,325,275,511,518,345,483
"A863172.1",1153,455,695,648,598,369,205,469,684,293,318,268,516,524,344,479
"A863171.1",1153,459,695,648,603,370,201,469,687,292,319,268,512,522,350,477
"A863170.1",1152,455,698,652,598,364,203,469,678,297,315,271,529,518,344,484
"A863169.1",1141,449,696,652,598,372,207,464,681,301,318,269,518,519,347,491
"A863168.1",1142,452,698,649,588,366,216,468,683,299,323,272,528,521,339,481
"A863167.1",1146,450,696,650,589,367,214,467,681,300,324,272,526,520,342,480
"A863166.1",1169,463,686,645,601,372,208,459,671,293,322,274,522,512,343,480
"A863165.1",1129,454,695,651,595,383,207,466,673,298,311,275,532,516,343,495
"A863164.1",1127,453,697,653,598,386,203,467,673,297,310,275,532,518,344,493
"A863163.1",1141,456,691,649,604,391,205,461,671,303,314,268,521,511,345,496
"A863162.1",1158,480,691,651,610,373,204,466,673,294,316,260,539,506,331,500
"A863161.1",1154,479,688,643,607,372,204,466,671,292,314,257,532,506,327,496
"A863160.1",1153,477,691,638,595,367,205,469,671,286,312,270,540,506,330,495
"A863159.1",1130,453,694,655,597,384,206,465,676,295,310,274,529,520,344,494
"A863158.1",1146,454,695,652,606,387,204,462,670,304,304,268,525,514,342,494
"A863157.1",1146,463,685,645,600,387,212,466,666,301,314,267,527,514,336,492
"A863156.1",1141,462,693,656,606,372,203,459,677,287,312,275,528,519,342,480
"A863155.1",1145,455,704,654,601,368,204,463,685,294,329,277,527,519,347,490
"A863154.1",1130,469,693,645,600,373,213,467,681,292,313,271,526,519,337,482
"A863153.1",1124,470,692,645,610,380,206,464,673,301,321,269,524,509,344,479
"A863152.1",1155,459,698,650,600,370,207,466,681,297,327,274,526,517,346,486
"A863151.1",1153,448,702,659,597,368,205,465,685,298,324,272,527,521,347,488
"A863150.1",1139,460,696,647,600,370,205,461,680,294,325,273,523,512,345,487
"A863149.1",1143,463,692,658,609,380,202,457,677,287,311,270,527,518,339,479
"A863148.1",1131,471,697,652,601,376,204,464,683,285,315,270,536,513,336,479
"A863147.1",1135,469,704,646,608,374,201,461,682,289,312,271,529,512,336,482
"A863146.1",1136,469,693,649,609,377,206,466,675,298,313,266,527,514,339,475
"A863145.1",1135,469,696,649,605,372,205,467,677,292,316,269,532,516,336,476
"A863144.1",1146,468,691,651,610,380,205,457,674,290,317,269,526,514,336,473
"A863143.1",1141,474,696,653,614,373,197,457,679,283,315,272,530,511,340,478
"A863142.1",1145,474,690,655,610,368,201,458,678,287,315,263,531,508,336,484
"A863141.1",1134,475,681,646,605,374,210,460,676,287,317,265,521,513,336,483
"A863140.1",1139,472,697,651,613,372,197,459,678,284,316,274,529,513,341,478
"A863139.1",1143,467,700,647,608,366,194,470,678,290,311,270,528,515,343,479
"A863138.1",1145,475,688,647,610,370,205,462,679,293,316,263,521,509,341,486
"A863137.1",1131,474,693,644,600,375,206,472,678,295,313,266,533,509,339,485
"A863136.1",1145,474,688,648,609,370,204,463,678,293,316,263,523,509,341,486
"T005828.1",845,716,657,741,839,316,481,408,786,579,475,488,488,433,716,600
"T018449.1",757,479,360,484,599,328,94,449,370,304,214,258,355,359,478,548
"T018448.1",766,477,358,485,599,340,91,444,367,303,215,258,355,354,479,549
"T018447.1",765,475,358,485,606,338,93,448,366,311,214,252,347,361,478,540
"T018446.1",763,478,359,485,600,342,94,446,370,307,220,257,352,355,482,552
"185302.2",1098,647,663,797,821,283,305,437,756,416,391,441,530,500,645,712
"403609.2",1097,612,636,798,767,256,300,434,710,409,393,443,569,480,626,735
"854651.1",1079,589,804,781,843,257,229,452,812,478,530,554,518,457,811,837
"854650.1",1075,589,805,781,844,254,230,454,811,481,533,553,519,458,810,836
"854649.1",1061,585,814,794,852,258,233,441,817,481,538,544,523,460,795,835
"854648.1",1062,586,813,792,853,259,232,442,815,483,538,544,522,458,797,835
"854647.1",1098,588,796,785,846,256,228,447,806,477,526,553,516,456,812,840
"854646.1",1046,586,827,794,861,262,249,433,815,503,545,529,530,454,771,841
"854645.1",1072,577,815,800,852,248,225,443,813,485,524,547,526,458,805,841
"854644.1",1080,580,805,788,846,253,221,448,808,479,532,555,518,456,816,846
"854643.1",1050,573,815,789,847,256,228,443,805,494,543,551,524,451,807,854
"854642.1",1074,589,804,778,839,258,232,451,812,476,536,558,519,457,810,837
"854641.1",1071,581,810,785,851,266,249,427,803,491,531,547,521,455,782,854
"854640.1",1088,587,799,785,846,256,224,446,806,475,531,558,518,454,816,841
"854639.1",1054,571,819,781,838,260,234,437,807,489,542,565,525,449,808,852
"854638.1",1084,578,802,794,846,248,233,446,806,482,525,554,521,465,807,840
"854637.1",1051,594,821,766,851,255,239,452,813,481,534,566,516,467,800,822
"854636.1",1052,594,821,769,853,255,239,449,813,480,534,565,517,467,798,824
"418119.1",1037,562,724,736,761,274,314,482,770,481,515,517,491,513,731,824
"267689.1",1097,605,730,791,758,271,399,525,864,518,517,564,504,559,818,799
"598580.1",978,562,688,764,772,289,330,451,775,520,482,468,466,472,745,809
